ticker,source_file,sentiment,confidence,headline
GOOGL,GOOGL_news.csv,neutral,0.9367,Google could soon let you message Google Messages about Google Messages
GOOGL,GOOGL_news.csv,neutral,0.9083,Apple's Price Hikes Aren't Just an AI Problem
GOOGL,GOOGL_news.csv,neutral,0.9227,Linux Fu: Upcycling an Old Router
GOOGL,GOOGL_news.csv,neutral,0.8703,Google DeepMind and A24 Announces First-of-its-Kind Partnership
GOOGL,GOOGL_news.csv,positive,0.915,The Street Expects More Than 70% Upside for Chime Financial (CHYM) Despite 5.3% Decline Over the Past Month
GOOGL,GOOGL_news.csv,neutral,0.8586,"Republic Services, Inc. (RSG) Is A Top Richard Chilton Stock Pick"
GOOGL,GOOGL_news.csv,negative,0.7049,Companies Warn RAM Prices Will Keep Spiking At Least Through 2028
GOOGL,GOOGL_news.csv,positive,0.6453,Moody’s Corporation (MCO): One of the Best Financial Stocks According to Warren Buffett
GOOGL,GOOGL_news.csv,neutral,0.9193,"I replaced my Pixel home screen with a custom launcher, and I'm never going back"
GOOGL,GOOGL_news.csv,negative,0.96,Microsoft stock hits one-year low amid AI spending concerns
GOOGL,GOOGL_news.csv,neutral,0.8709,Alphabet (GOOG) Reports Computer Use Now a Built-In Tool Supported in Gemini 3.5 Flash
GOOGL,GOOGL_news.csv,neutral,0.8859,Google Meet now seamlessly works with Safari on iPhones
GOOGL,GOOGL_news.csv,neutral,0.5955,Jack Henry and Alphabet (GOOGL) Expand Google Cloud AI Security Partnership
GOOGL,GOOGL_news.csv,neutral,0.5836,JPMorgan Says Be an ‘Aggressive Buyer’ of This Beaten-Down AI Stock
GOOGL,GOOGL_news.csv,neutral,0.8273,Why BlackRock’s (BLK) $5 Billion SpaceX Move Is Turning Heads Across Wall Street
GOOGL,GOOGL_news.csv,positive,0.9135,"Lemonade, Inc. (LMND): 7 Best Pet Care Stocks to Buy for Consistent Recurring Revenue"
